country_code,country,year,inflation,gfcf,gov_exp,life_expectancy,gdp_per_capita
BGR,Bulgaria,YR2014,-1.4181838026484,21.060857904973,9.427565574646,74.4658536585366,17616.3879467033
BEL,Belgium,YR2014,0.340002833356922,22.8058430290769,11.3424959182739,81.2878048780488,44929.685593416
BLR,Belarus,YR2014,18.1195543526735,33.2245374104916,13.520544052124,72.9707317073171,19037.8209530599
AUT,Austria,YR2014,1.60581182954474,22.6605524717731,9.42200183868408,81.490243902439,48799.7154676985
ALB,Albania,YR2014,1.6258650440261,24.1586735516607,10.9884605407715,78.407,11259.3036811774
GBR,United Kingdom,YR2015,0.36804684232536,17.3744593522088,12.2949190139771,80.9560975609756,42496.8542909218
UKR,Ukraine,YR2015,48.6998646434424,13.5487069936597,13.4800882339478,71.189512195122,10064.8427734375
TUR,Turkiye,YR2015,7.67085364845877,29.5545663944426,11.8485431671143,76.646,25855.7653558275
CHE,Switzerland,YR2015,-1.14390867228183,26.4112041073284,15.384970664978,82.8975609756098,65265.04573356
SWE,Sweden,YR2015,-0.0467847449832812,23.7534356538128,13.0132026672363,82.2048780487805,49103.1334338706
ESP,Spain,YR2015,-0.500365709903242,18.0060699828957,9.41445732116699,82.8317073170732,34919.3872520672
SVN,Slovenia,YR2015,-0.525552285820877,18.6545903018536,11.4590120315552,80.7756097560976,31628.247175832
SVK,Slovak Republic,YR2015,-0.325219777427673,23.6764666092105,9.12630558013916,76.5634146341463,30054.1218355571
RUS,Russian Federation,YR2015,15.5344050528405,20.6115488028269,2.19599723815918,71.1834146341463,24085.32421875
ROU,Romania,YR2015,-0.594156437495203,24.9478628395512,8.50127220153809,74.9121951219512,21624.3679248962
PRT,Portugal,YR2015,0.48793862390472,15.5172193039019,10.5435152053833,81.1243902439025,29660.8960672526
POL,Poland,YR2015,-0.87412587412577,20.4194563048278,12.6554670333862,77.4512195121951,26822.6642478406
NOR,Norway,YR2015,2.17113665389527,23.6895734211067,11.0946817398071,82.3048780487805,60737.8868132779
NLD,Netherlands,YR2015,0.600248147278776,22.1059755828918,11.8186254501343,81.509756097561,50288.5913949377
MDA,Moldova,YR2015,9.67624033101859,24.028054718844,18.1821689605713,69.24,9197.61838204272
MLT,Malta,YR2015,1.10054826378929,24.1996422296144,13.229621887207,81.8975609756097,37454.9357291627
LUX,Luxembourg,YR2015,0.474743161437779,17.3094554675767,11.2310438156128,82.2926829268293,107859.685999308
LTU,Lithuania,YR2015,-0.884097405500596,19.6111664588516,14.4306173324585,74.3219512195122,28834.5570242411
LVA,Latvia,YR2015,0.174242243625186,21.863012585887,15.2136878967285,74.4804878048781,24972.8362766881
KGZ,Kyrgyz Republic,YR2015,6.50331838993384,32.5880033283049,19.0759449005127,70.6512195121951,4211.34227261594
KAZ,Kazakhstan,YR2015,6.66577611541549,22.8815209624498,16.8194580078125,71.97,23178.2224017078
ITA,Italy,YR2015,0.0387903996579733,16.9354670146283,7.94384479522705,82.5439024390244,36899.3852092463
IRL,Ireland,YR2015,-0.289879079012766,24.0468417911836,11.9181032180786,81.4536585365854,69214.4219991568
ISL,Iceland,YR2015,1.63305558181326,19.3330248107769,15.6150579452515,82.4682926829268,49201.0640964553
HUN,Hungary,YR2015,-0.0616446800641672,22.1722087035477,10.3242197036743,75.5682926829269,26798.8541676269
GRC,Greece,YR2015,-1.73588804765284,10.7700399474708,7.68333673477173,81.0365853658537,26760.3633030256
DEU,Germany,YR2015,0.514426137125456,20.0198269765843,9.63814353942871,80.6414634146341,47609.7810045816
GEO,Georgia,YR2015,4.00357820695097,24.3521438043318,14.1098947525024,73.297,12051.9471730157
FRA,France,YR2015,0.0375143805125182,21.4992776669917,9.59043502807617,82.3219512195122,40849.9973780501
FIN,Finland,YR2015,-0.207928839905268,21.2299832059985,10.972207069397,81.4804878048781,42497.7049785783
EST,Estonia,YR2015,-0.49232600654737,24.4941851148751,14.9788484573364,77.590243902439,29175.9259267894
DNK,Denmark,YR2015,0.452034153691575,19.8506293658923,12.8566246032715,80.7024390243902,49045.3391904109
CZE,Czechia,YR2015,0.309364548494975,26.5380472687854,10.4988613128662,78.5780487804878,33899.2865661657
CYP,Cyprus,YR2015,-2.09699769053129,12.8762037533188,13.863242149353,80.966,31815.0703125
HRV,Croatia,YR2015,-0.464499004644911,19.2264626980566,10.4640331268311,77.2756097560976,23391.1011523166
BGR,Bulgaria,YR2015,-0.104633261008385,20.8597788137386,9.69010066986084,74.6146341463415,18385.9803612081
BEL,Belgium,YR2015,0.561429152790065,22.9634217691613,11.7361478805542,80.9926829268293,46200.904454307
BLR,Belarus,YR2015,13.5344897649735,28.6542097653209,13.0505609512329,73.6243902439025,18133.5696288889
